Date,Type,Category,Amount
2023-02-07,Expense,Travel,14.95
2023-02-07,Expense,Subscriptions,25.79
2023-02-08,Income,Gifts,720.66
2023-02-08,Income,Investments,2353.44
2023-02-08,Expense,Food,73.53
2023-02-08,Expense,Education,89.85
2023-02-08,Expense,Travel,102.52
2023-02-08,Expense,Health,30.98
2023-02-09,Income,Rental Income,2573.1
2023-02-09,Income,Gifts,3818.73
2023-02-09,Expense,Utilities,46.97
2023-02-09,Expense,Subscriptions,28.87
2023-02-09,Expense,Transportation,299.5
2023-02-10,Income,Salary,299.16
2023-02-10,Expense,Education,58.08
2023-02-10,Expense,Entertainment,221.64
2023-02-10,Expense,Health,126.66
2023-02-10,Expense,Transport,64.28
2023-02-10,Expense,Travel,145.61
2023-02-11,Income,Rental Income,2242.15
2023-02-11,Expense,Transport,11.36
2023-02-11,Expense,Education,67.93
2023-02-11,Expense,Entertainment,255.52
2023-02-11,Expense,Utilities,61.09
2023-02-12,Income,Rental Income,791.08
2023-02-12,Expense,Other,103.85
2023-02-12,Expense,Bills,62.72
2023-02-12,Expense,Food,250.09
2023-02-12,Expense,Food,283.33
2023-02-12,Expense,Subscriptions,35.01
2023-02-13,Income,Freelance,4132.35
2023-02-13,Income,Gifts,2424.56
2023-02-13,Expense,Health,42.59
2023-02-13,Expense,Transportation,127.8
2023-02-13,Expense,Entertainment,233.24
2023-02-13,Expense,Education,73.41
2023-02-13,Expense,Food,102.28
2023-02-14,Income,Salary,976.91
2023-02-14,Income,Freelance,2063.82
2023-02-14,Expense,Travel,113.86
2023-02-14,Expense,Travel,185.31
2023-02-14,Expense,Transport,82.74
2023-02-14,Expense,Utilities,120.96
2023-02-15,Income,Freelance,3727.21
2023-02-15,Income,Gifts,133.41
2023-02-15,Expense,Insurance,33.3
2023-02-15,Expense,Shopping,112.13
2023-02-15,Expense,Other,112.22
2023-02-16,Income,Rental Income,2174.32
2023-02-16,Income,Salary,213.08
2023-02-16,Expense,Shopping,268.86
2023-02-16,Expense,Food,217.6
2023-02-16,Expense,Entertainment,79.71
2023-02-17,Income,Salary,885.91
2023-02-17,Expense,Food,98.38
2023-02-17,Expense,Subscriptions,298.22
2023-02-17,Expense,Subscriptions,32.04
2023-02-18,Income,Freelance,1770.62
2023-02-18,Expense,Shopping,245.58
2023-02-18,Expense,Subscriptions,214.98
2023-02-18,Expense,Entertainment,197.88
2023-02-19,Income,Gifts,3720.65
2023-02-19,Income,Investments,4275.14
2023-02-19,Expense,Utilities,225.5
2023-02-19,Expense,Bills,283.47
2023-02-19,Expense,Insurance,19.9
2023-02-19,Expense,Transport,220.63
2023-02-20,Income,Freelance,3607.27
2023-02-20,Expense,Education,154.61
2023-02-20,Expense,Shopping,172.96
2023-02-20,Expense,Utilities,68.94
2023-02-20,Expense,Insurance,26.78
2023-02-21,Income,Rental Income,3124.25
2023-02-21,Income,Rental Income,159.38
2023-02-21,Expense,Travel,276.77
2023-02-21,Expense,Insurance,217.03
2023-02-22,Income,Rental Income,3003.91
2023-02-22,Expense,Travel,86.68
2023-02-22,Expense,Food,290.02
2023-02-23,Income,Gifts,2677.23
2023-02-23,Expense,Utilities,84.12
2023-02-23,Expense,Food,156.49
2023-02-24,Income,Salary,2964.38
2023-02-24,Income,Rental Income,3153.76
2023-02-24,Expense,Education,273.15
2023-02-24,Expense,Transportation,11.06
2023-02-24,Expense,Health,98.25
2023-02-24,Expense,Shopping,97.92
2023-02-24,Expense,Utilities,41.34
2023-02-25,Income,Gifts,1616.37
2023-02-25,Income,Rental Income,837.65
2023-02-25,Expense,Entertainment,107.28
2023-02-25,Expense,Utilities,61.38
2023-02-25,Expense,Education,53.63
2023-02-26,Income,Rental Income,3670.44
2023-02-26,Expense,Education,7.29
2023-02-26,Expense,Transportation,168.61
2023-02-26,Expense,Shopping,55.85
2023-02-26,Expense,Shopping,206.65
2023-02-26,Expense,Transportation,16.59
2023-02-27,Income,Rental Income,2393.21
2023-02-27,Income,Rental Income,3443.84
2023-02-27,Expense,Subscriptions,72.19
2023-02-27,Expense,Utilities,239.84
2023-02-27,Expense,Utilities,161.49
2023-02-27,Expense,Travel,234.27
2023-02-27,Expense,Utilities,228.44
2023-02-28,Income,Salary,3551.8
2023-02-28,Income,Rental Income,162.52
2023-02-28,Expense,Education,181.53
2023-02-28,Expense,Insurance,7.47
2023-02-28,Expense,Bills,8.02
2023-02-28,Expense,Transportation,165.46
2023-03-01,Income,Rental Income,2580.81
2023-03-01,Expense,Bills,243.12
2023-03-01,Expense,Insurance,74.82
2023-03-01,Expense,Travel,209.84
2023-03-02,Income,Freelance,4596.69
2023-03-02,Income,Investments,207.06
2023-03-02,Expense,Health,175.52
2023-03-02,Expense,Other,113.01
2023-03-02,Expense,Insurance,137.88
2023-03-02,Expense,Utilities,77.07
2023-03-02,Expense,Health,47.81
2023-03-03,Income,Freelance,2065.87
2023-03-03,Income,Investments,4336.53
2023-03-03,Expense,Transport,155.66
2023-03-03,Expense,Subscriptions,214.53
2023-03-03,Expense,Education,94.18
2023-03-03,Expense,Other,216.23
2023-03-03,Expense,Transportation,172.31
2023-03-04,Income,Freelance,1886.66
2023-03-04,Income,Investments,3034.69
2023-03-04,Expense,Shopping,174.27
2023-03-04,Expense,Insurance,159.32
2023-03-04,Expense,Insurance,200.32
2023-03-04,Expense,Health,200.93
2023-03-05,Income,Rental Income,3924.4
2023-03-05,Expense,Travel,71.86
2023-03-05,Expense,Insurance,190.56
2023-03-05,Expense,Travel,78.62
2023-03-05,Expense,Education,213.02
2023-03-05,Expense,Utilities,98.37
2023-03-06,Income,Gifts,3997.04
2023-03-06,Income,Freelance,4466.9
2023-03-06,Expense,Food,59.09
2023-03-06,Expense,Subscriptions,157.58
2023-03-06,Expense,Utilities,52.82
2023-03-06,Expense,Bills,253.88
2023-03-06,Expense,Food,24.54
2023-03-07,Income,Freelance,1565.93
2023-03-07,Income,Freelance,595.82
2023-03-07,Expense,Transportation,257.96
2023-03-07,Expense,Transportation,124.69
2023-03-07,Expense,Bills,74.45
2023-03-08,Income,Salary,1253.16
2023-03-08,Expense,Entertainment,85.62
2023-03-08,Expense,Transport,116.75
2023-03-09,Income,Investments,4885.15
2023-03-09,Income,Investments,2553.65
2023-03-09,Expense,Bills,10.29
2023-03-09,Expense,Subscriptions,294.27
2023-03-10,Income,Investments,3855.11
2023-03-10,Expense,Health,55.79
2023-03-10,Expense,Insurance,255.75
2023-03-11,Income,Gifts,3163.97
2023-03-11,Income,Gifts,2256.65
2023-03-11,Expense,Transport,198.39
2023-03-11,Expense,Subscriptions,289.42
2023-03-11,Expense,Transport,174.75
2023-03-11,Expense,Utilities,151.16
2023-03-11,Expense,Education,238.85
2023-03-12,Income,Rental Income,2839.09
2023-03-12,Income,Investments,4939.62
2023-03-12,Expense,Transport,239.64
2023-03-12,Expense,Health,23.39
2023-03-12,Expense,Bills,81.18
2023-03-12,Expense,Utilities,55.83
2023-03-12,Expense,Transportation,251.93
2023-03-13,Income,Salary,2422.16
2023-03-13,Income,Investments,3468.9
2023-03-13,Expense,Utilities,66.75
2023-03-13,Expense,Entertainment,72.6
2023-03-13,Expense,Utilities,207.96
2023-03-13,Expense,Transport,218.1
2023-03-13,Expense,Shopping,44.6
2023-03-14,Income,Freelance,3494.17
2023-03-14,Expense,Transport,195.76
2023-03-14,Expense,Education,250.7
2023-03-14,Expense,Entertainment,199.08
2023-03-15,Income,Gifts,4962.36
2023-03-15,Income,Salary,4957.82
2023-03-15,Expense,Education,89.63
2023-03-15,Expense,Bills,106.41
2023-03-15,Expense,Food,263.67
2023-03-16,Income,Freelance,964.17
2023-03-16,Income,Investments,3312.2
2023-03-16,Expense,Shopping,29.65
2023-03-16,Expense,Subscriptions,251.28
2023-03-16,Expense,Subscriptions,219.45
2023-03-17,Income,Freelance,4156.61
2023-03-17,Expense,Transport,190.38
2023-03-17,Expense,Insurance,13.08
2023-03-17,Expense,Food,108.25
2023-03-17,Expense,Shopping,217.28
2023-03-17,Expense,Education,117.76
2023-03-18,Income,Gifts,3561.21
2023-03-18,Expense,Insurance,106.95
2023-03-18,Expense,Transportation,169.9
2023-03-18,Expense,Bills,185.69
2023-03-19,Income,Freelance,2034.45
2023-03-19,Income,Freelance,2055.02
2023-03-19,Expense,Transport,179.24
2023-03-19,Expense,Food,220.83
2023-03-19,Expense,Food,61.79
2023-03-20,Income,Freelance,4731.7
2023-03-20,Income,Salary,2038.97
2023-03-20,Expense,Other,69.91
2023-03-20,Expense,Insurance,122.4
2023-03-21,Income,Rental Income,2305.39
2023-03-21,Income,Gifts,518.06
2023-03-21,Expense,Education,178.08
2023-03-21,Expense,Transport,127.44
2023-03-22,Income,Investments,4532.64
2023-03-22,Expense,Education,198.15
2023-03-22,Expense,Travel,143.3
2023-03-22,Expense,Other,223.26
2023-03-22,Expense,Education,97.99
2023-03-23,Income,Gifts,3953.97
2023-03-23,Income,Rental Income,4948.85
2023-03-23,Expense,Insurance,136.34
2023-03-23,Expense,Education,72.0
2023-03-24,Income,Freelance,4617.46
2023-03-24,Expense,Utilities,9.3
2023-03-24,Expense,Bills,140.71
2023-03-24,Expense,Food,251.5
2023-03-24,Expense,Utilities,177.29
2023-03-25,Income,Gifts,168.3
2023-03-25,Income,Salary,923.38
2023-03-25,Expense,Shopping,55.82
2023-03-25,Expense,Subscriptions,293.22
2023-03-25,Expense,Food,105.44
2023-03-26,Income,Salary,1877.94
2023-03-26,Income,Freelance,3182.77
2023-03-26,Expense,Travel,189.52
2023-03-26,Expense,Transport,12.64
2023-03-26,Expense,Entertainment,7.07
2023-03-26,Expense,Travel,175.04
2023-03-27,Income,Investments,2829.52
2023-03-27,Expense,Subscriptions,28.83
2023-03-27,Expense,Bills,215.93
2023-03-28,Income,Salary,357.58
2023-03-28,Expense,Entertainment,49.53
2023-03-28,Expense,Bills,150.76
2023-03-28,Expense,Subscriptions,63.68
2023-03-28,Expense,Entertainment,202.44
2023-03-29,Income,Gifts,4596.87
2023-03-29,Expense,Food,197.55
2023-03-29,Expense,Food,193.49
2023-03-29,Expense,Insurance,8.54
2023-03-29,Expense,Insurance,44.7
2023-03-30,Income,Investments,4668.99
2023-03-30,Expense,Health,89.02
2023-03-30,Expense,Transport,164.18
2023-03-30,Expense,Other,264.65
2023-03-30,Expense,Utilities,116.17
2023-03-31,Income,Freelance,682.34
2023-03-31,Income,Investments,114.22
2023-03-31,Expense,Food,177.53
2023-03-31,Expense,Bills,125.16
2023-03-31,Expense,Education,118.89
2023-03-31,Expense,Subscriptions,142.24
2023-03-31,Expense,Transportation,266.28
2023-04-01,Income,Investments,2552.93
2023-04-01,Expense,Other,59.6
2023-04-01,Expense,Shopping,115.94
2023-04-01,Expense,Shopping,110.21
2023-04-01,Expense,Health,212.81
2023-04-02,Income,Rental Income,4006.26
2023-04-02,Expense,Health,55.5
2023-04-02,Expense,Transport,164.61
2023-04-02,Expense,Shopping,213.74
2023-04-03,Income,Investments,892.99
2023-04-03,Income,Freelance,4997.83
2023-04-03,Expense,Entertainment,239.31
2023-04-03,Expense,Bills,173.17
2023-04-04,Income,Investments,3139.88
2023-04-04,Income,Rental Income,4516.26
2023-04-04,Expense,Transportation,129.33
2023-04-04,Expense,Education,219.57
2023-04-04,Expense,Transportation,247.28
2023-04-04,Expense,Health,51.59
2023-04-05,Income,Investments,102.1
2023-04-05,Expense,Health,210.56
2023-04-05,Expense,Subscriptions,225.04
2023-04-05,Expense,Transportation,173.25
2023-04-05,Expense,Education,183.24
2023-04-06,Income,Investments,3167.95
2023-04-06,Expense,Bills,276.99
2023-04-06,Expense,Entertainment,17.28
2023-04-06,Expense,Transport,111.41
2023-04-07,Income,Freelance,3728.54
2023-04-07,Expense,Utilities,209.46
2023-04-07,Expense,Transportation,198.98
2023-04-07,Expense,Entertainment,196.32
2023-04-07,Expense,Shopping,83.42
2023-04-07,Expense,Entertainment,175.14
2023-04-08,Income,Salary,4757.95
2023-04-08,Expense,Food,82.74
2023-04-08,Expense,Food,70.46
2023-04-08,Expense,Travel,193.0
2023-04-08,Expense,Subscriptions,214.61
2023-04-09,Income,Investments,4287.78
2023-04-09,Income,Salary,3229.4
2023-04-09,Expense,Travel,26.12
2023-04-09,Expense,Bills,106.28
2023-04-10,Income,Gifts,3599.24
2023-04-10,Income,Investments,1921.06
2023-04-10,Expense,Subscriptions,122.41
2023-04-10,Expense,Shopping,127.34
2023-04-10,Expense,Health,106.31
2023-04-10,Expense,Travel,56.25
2023-04-11,Income,Salary,426.4
2023-04-11,Income,Rental Income,2742.52
2023-04-11,Expense,Subscriptions,247.37
2023-04-11,Expense,Insurance,240.0
2023-04-11,Expense,Food,187.25
2023-04-12,Income,Freelance,1941.3
2023-04-12,Expense,Transportation,169.17
2023-04-12,Expense,Other,177.17
2023-04-13,Income,Salary,1004.67
2023-04-13,Income,Investments,4531.6
2023-04-13,Expense,Transportation,160.04
2023-04-13,Expense,Bills,30.43
2023-04-13,Expense,Food,28.8
2023-04-13,Expense,Travel,118.27
2023-04-13,Expense,Utilities,99.02
2023-04-14,Income,Salary,4123.53
2023-04-14,Income,Investments,3844.02
2023-04-14,Expense,Shopping,263.03
2023-04-14,Expense,Insurance,283.9
2023-04-14,Expense,Entertainment,150.07
2023-04-15,Income,Gifts,429.18
2023-04-15,Income,Freelance,250.35
2023-04-15,Expense,Transportation,13.28
2023-04-15,Expense,Health,231.89
2023-04-15,Expense,Health,44.23
2023-04-15,Expense,Education,15.55
2023-04-16,Income,Gifts,4687.87
2023-04-16,Expense,Travel,197.81
2023-04-16,Expense,Insurance,43.48
2023-04-16,Expense,Education,179.21
2023-04-16,Expense,Shopping,227.56
2023-04-17,Income,Freelance,3015.29
2023-04-17,Income,Salary,1670.28
2023-04-17,Expense,Other,170.39
2023-04-17,Expense,Bills,242.17
2023-04-18,Income,Investments,2134.47
2023-04-18,Income,Rental Income,3208.22
2023-04-18,Expense,Entertainment,260.0
2023-04-18,Expense,Health,248.27
2023-04-18,Expense,Health,290.61
2023-04-19,Income,Investments,2060.58
2023-04-19,Expense,Transport,101.29
2023-04-19,Expense,Insurance,26.7
2023-04-19,Expense,Entertainment,11.64
2023-04-19,Expense,Insurance,167.13
2023-04-19,Expense,Transportation,195.09
2023-04-20,Income,Salary,2687.72
2023-04-20,Expense,Travel,258.97
2023-04-20,Expense,Food,32.4
2023-04-21,Income,Salary,3989.4
2023-04-21,Income,Rental Income,700.39
2023-04-21,Expense,Transportation,267.91
2023-04-21,Expense,Transport,239.36
2023-04-22,Income,Gifts,2791.37
2023-04-22,Expense,Food,214.87
2023-04-22,Expense,Food,151.34
2023-04-22,Expense,Utilities,207.92
2023-04-22,Expense,Other,168.71
2023-04-22,Expense,Travel,274.74
2023-04-23,Income,Rental Income,4193.06
2023-04-23,Expense,Transportation,159.47
2023-04-23,Expense,Health,274.31
2023-04-24,Income,Rental Income,1129.14
2023-04-24,Income,Gifts,4946.61
2023-04-24,Expense,Utilities,139.97
2023-04-24,Expense,Health,34.2
2023-04-24,Expense,Transportation,179.44
2023-04-24,Expense,Bills,59.25
2023-04-25,Income,Freelance,3453.02
2023-04-25,Expense,Entertainment,291.77
2023-04-25,Expense,Subscriptions,22.74
2023-04-25,Expense,Subscriptions,209.26
2023-04-25,Expense,Bills,33.72
2023-04-25,Expense,Transport,191.02
2023-04-26,Income,Investments,4889.03
2023-04-26,Expense,Food,273.99
2023-04-26,Expense,Shopping,293.06
2023-04-26,Expense,Education,135.75
2023-04-26,Expense,Travel,49.9
2023-04-26,Expense,Transport,63.2
2023-04-27,Income,Investments,3739.17
2023-04-27,Expense,Transport,175.88
2023-04-27,Expense,Utilities,153.09
2023-04-28,Income,Rental Income,3802.3
2023-04-28,Expense,Health,177.55
2023-04-28,Expense,Food,11.82
2023-04-28,Expense,Transport,187.44
2023-04-28,Expense,Travel,148.35
2023-04-28,Expense,Health,17.09
2023-04-29,Income,Freelance,2203.06
2023-04-29,Income,Rental Income,178.82
2023-04-29,Expense,Insurance,291.3
2023-04-29,Expense,Travel,115.52
2023-04-30,Income,Rental Income,1620.33
2023-04-30,Expense,Shopping,145.67
2023-04-30,Expense,Shopping,148.61
2023-04-30,Expense,Other,209.33
2023-05-01,Income,Salary,2320.64
2023-05-01,Income,Salary,4579.75
2023-05-01,Expense,Entertainment,119.86
2023-05-01,Expense,Education,266.14
2023-05-01,Expense,Utilities,7.15
2023-05-02,Income,Investments,341.18
2023-05-02,Expense,Entertainment,52.98
2023-05-02,Expense,Transportation,29.61
2023-05-02,Expense,Bills,272.71
2023-05-02,Expense,Entertainment,256.99
2023-05-02,Expense,Subscriptions,195.28
2023-05-03,Income,Rental Income,4430.8
2023-05-03,Expense,Health,215.54
2023-05-03,Expense,Utilities,282.22
2023-05-03,Expense,Food,34.27
2023-05-04,Income,Gifts,2885.74
2023-05-04,Expense,Shopping,218.71
2023-05-04,Expense,Utilities,250.85
2023-05-05,Income,Gifts,686.05
2023-05-05,Income,Freelance,3795.35
2023-05-05,Expense,Food,133.29
2023-05-05,Expense,Insurance,149.21
2023-05-05,Expense,Insurance,292.85
2023-05-06,Income,Freelance,2498.87
2023-05-06,Income,Investments,4024.02
2023-05-06,Expense,Health,221.55
2023-05-06,Expense,Utilities,24.09
2023-05-07,Income,Freelance,3483.17
2023-05-07,Income,Gifts,1066.14
2023-05-07,Expense,Transportation,130.99
2023-05-07,Expense,Bills,64.77
2023-05-07,Expense,Travel,115.4
2023-05-07,Expense,Transportation,209.25
2023-05-07,Expense,Shopping,198.3
2023-05-08,Income,Freelance,4897.99
2023-05-08,Expense,Insurance,47.97
2023-05-08,Expense,Food,99.6
2023-05-08,Expense,Bills,234.0
2023-05-08,Expense,Other,15.26
2023-05-09,Income,Gifts,4441.81
2023-05-09,Income,Freelance,2057.39
2023-05-09,Expense,Other,211.79
2023-05-09,Expense,Subscriptions,156.7
2023-05-09,Expense,Entertainment,76.68
2023-05-09,Expense,Other,196.5
2023-05-10,Income,Gifts,2300.09
2023-05-10,Expense,Insurance,218.57
2023-05-10,Expense,Food,295.77
2023-05-11,Income,Freelance,2785.23
2023-05-11,Income,Salary,765.95
2023-05-11,Expense,Travel,288.68
2023-05-11,Expense,Transportation,10.01
2023-05-11,Expense,Education,248.21
2023-05-12,Income,Rental Income,2991.99
2023-05-12,Income,Freelance,3994.13
2023-05-12,Expense,Travel,119.38
2023-05-12,Expense,Travel,211.63
2023-05-12,Expense,Health,99.64
2023-05-12,Expense,Transportation,50.38
2023-05-12,Expense,Food,171.47
2023-05-13,Income,Gifts,4873.72
2023-05-13,Expense,Subscriptions,82.1
2023-05-13,Expense,Transportation,28.03
2023-05-13,Expense,Transportation,167.02
2023-05-14,Income,Salary,2851.72
2023-05-14,Income,Salary,130.22
2023-05-14,Expense,Transportation,294.75
2023-05-14,Expense,Shopping,40.34
2023-05-15,Income,Rental Income,1089.56
2023-05-15,Expense,Insurance,14.2
2023-05-15,Expense,Entertainment,216.69
2023-05-15,Expense,Food,61.39
2023-05-15,Expense,Travel,251.83
2023-05-15,Expense,Health,86.24
2023-05-16,Income,Rental Income,4331.5
2023-05-16,Income,Rental Income,4663.8
2023-05-16,Expense,Travel,93.43
2023-05-16,Expense,Transport,239.56
2023-05-16,Expense,Utilities,224.09
2023-05-16,Expense,Bills,200.76
2023-05-16,Expense,Travel,284.05
2023-05-17,Income,Freelance,4918.75
2023-05-17,Income,Rental Income,3708.71
2023-05-17,Expense,Other,228.51
2023-05-17,Expense,Other,135.89
2023-05-17,Expense,Travel,65.71
2023-05-17,Expense,Health,94.89
2023-05-18,Income,Salary,704.49
2023-05-18,Income,Rental Income,3121.4
2023-05-18,Expense,Utilities,237.15
2023-05-18,Expense,Health,170.42
2023-05-19,Income,Rental Income,1773.71
2023-05-19,Expense,Subscriptions,7.42
2023-05-19,Expense,Education,149.86
2023-05-19,Expense,Bills,241.12
2023-05-19,Expense,Health,13.02
2023-05-19,Expense,Bills,230.45
2023-05-20,Income,Investments,4289.1
2023-05-20,Income,Rental Income,2338.41
2023-05-20,Expense,Subscriptions,185.81
2023-05-20,Expense,Subscriptions,76.69
2023-05-21,Income,Rental Income,3614.49
2023-05-21,Expense,Entertainment,25.28
2023-05-21,Expense,Transportation,195.78
2023-05-21,Expense,Transport,212.98
2023-05-21,Expense,Insurance,239.39
2023-05-22,Income,Investments,2550.92
2023-05-22,Income,Rental Income,2465.35
2023-05-22,Expense,Education,79.63
2023-05-22,Expense,Travel,190.79
2023-05-22,Expense,Insurance,280.74
2023-05-23,Income,Freelance,4712.03
2023-05-23,Expense,Shopping,43.62
2023-05-23,Expense,Education,79.56
2023-05-23,Expense,Bills,112.3
2023-05-23,Expense,Other,115.96
2023-05-23,Expense,Health,226.24
2023-05-24,Income,Salary,1141.18
2023-05-24,Income,Investments,637.85
2023-05-24,Expense,Transportation,145.74
2023-05-24,Expense,Utilities,162.68
2023-05-24,Expense,Transportation,148.25
2023-05-25,Income,Salary,3967.99
2023-05-25,Income,Salary,3053.5
2023-05-25,Expense,Bills,276.26
2023-05-25,Expense,Bills,45.0
2023-05-25,Expense,Travel,197.03
2023-05-25,Expense,Bills,165.3
2023-05-25,Expense,Bills,57.82
2023-05-26,Income,Investments,761.28
2023-05-26,Income,Gifts,2109.72
2023-05-26,Expense,Education,155.81
2023-05-26,Expense,Travel,264.65
2023-05-26,Expense,Other,37.92
2023-05-26,Expense,Other,62.44
2023-05-27,Income,Investments,1644.85
2023-05-27,Expense,Food,140.4
2023-05-27,Expense,Education,216.28
2023-05-28,Income,Salary,3603.04
2023-05-28,Income,Freelance,290.51
2023-05-28,Expense,Education,117.45
2023-05-28,Expense,Transportation,69.14
